,sla,lnm,lls,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
50,0.0236550440469,15.760331641,0.540983243379,1847.97070312,1843.89892578,1843.30981445,1790.42468262,1758.46875,1813.44116211,1800.0,1819.76708984,1858.2454834,1829.00500488
51,0.00926632724486,32.0576519376,3.29474655012,3572.95703125,3530.84106445,3533.22851562,3440.46459961,3388.24316406,3561.99560547,3439.31494141,3442.30273438,3576.11499023,3479.09179688
52,0.0141384690105,33.2100847861,4.20896022412,4607.7265625,4633.89941406,4642.32226562,4484.43798828,4385.97021484,4583.96289062,4519.55517578,4340.03271484,4679.07128906,4570.81298828
53,0.0113702604414,32.6372054285,5.89493185118,3681.02880859,3734.26464844,3746.60839844,3620.70458984,3541.57983398,3685.17871094,3645.59179688,3458.47216797,3774.3918457,3692.62451172
54,0.0153123763217,44.7747393111,2.92789887501,4089.78271484,4217.42871094,4267.55419922,4122.84277344,4000.82446289,4195.26464844,4148.98632812,3850.49951172,4263.04492188,4202.63818359
55,0.0356430495981,25.1422164201,1.22073688811,3040.85571289,3027.92333984,3032.16577148,2930.77832031,2874.58666992,2983.13964844,2952.86889648,2905.11816406,3053.6953125,2992.07519531
56,0.0295148011642,15.4648412744,0.336117886663,2558.95751953,2547.30395508,2548.89257812,2465.06347656,2420.48632812,2510.5456543,2483.45507812,2489.86303711,2566.22436523,2516.70800781
57,0.0165524678913,26.1962897693,3.85100298285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0382802030159,28.8833844389,2.91799800557,3818.06396484,3884.29614258,3899.92626953,3768.99267578,3683.28173828,3837.00683594,3794.390625,3588.50439453,3927.58959961,3842.79931641
59,0.0188483683299,32.6245015148,3.74805939078,2336.45410156,2360.57080078,2364.38647461,2289.03125,2242.35327148,2317.27832031,2300.58154297,2186.09277344,2383.90405273,2338.30175781
60,0.0256271195974,21.9553632558,0.595494998494,3223.43212891,3256.45117188,3264.54638672,3154.43066406,3089.24804688,3206.59936523,3175.56079102,3023.73876953,3289.27978516,3219.41650391
61,0.0570641595799,31.4334115987,4.38836433727,2915.69238281,2891.01025391,2887.02172852,2806.89648438,2766.5703125,2898.82470703,2819.92578125,2836.71704102,2915.83032227,2852.76025391
62,0.0301463756879,24.0276101847,4.07696774277,1633.84301758,1715.64428711,1738.63500977,1689.89160156,1636.4050293,1699.45483398,1693.33984375,1531.73925781,1734.3527832,1727.22338867
63,0.0268776807621,19.2398208142,0.86045579565,2921.95556641,3006.44897461,3033.95458984,2931.21044922,2853.11865234,2973.33569336,2947.82177734,2731.09692383,3038.70166016,2992.59765625
64,0.0326609426037,31.0451549777,0.596510821981,3279.62890625,3260.55517578,3261.01025391,3158.13793945,3103.35424805,3239.83789062,3182.96630859,3182.921875,3285.22167969,3216.96972656
65,0.0210937726481,29.9556260227,4.18078699018,2078.67822266,2065.40722656,2058.08862305,2001.1262207,1975.234375,2063.43652344,2013.35229492,2029.23901367,2079.43066406,2040.75756836
66,0.0136828790638,25.8898852428,0.984060109979,3161.77368164,3224.82714844,3241.17724609,3131.49267578,3058.49316406,3180.58496094,3151.0012207,2959.75512695,3260.48291016,3196.17773438
67,0.0279951047705,19.3733642138,0.592756565223,3878.07080078,3857.62402344,3854.33837891,3740.70117188,3675.9777832,3859.52124023,3768.79492188,3735.86791992,3886.93994141,3801.81738281
68,0.0124046752479,54.8157237673,7.26684609775,3015.64477539,2989.56689453,2987.63720703,2902.66430664,2859.6015625,2993.58300781,2917.09057617,2933.57006836,3016.24145508,2950.40454102
69,0.0315606021392,28.7760974801,2.05038680748,3017.00195312,3118.27490234,3157.28540039,3049.96118164,2962.20532227,3091.92553711,3067.58837891,2824.89672852,3148.66210938,3113.90136719
70,0.0286028592545,40.7459253406,8.49209702749,2610.40039062,2600.1574707,2603.36816406,2517.62475586,2469.49194336,2557.14331055,2534.18457031,2491.90698242,2622.54541016,2571.30810547
71,0.050504367835,13.651096269,1.15761899549,2142.11499023,2274.10449219,2337.87207031,2261.13305664,2151.04516602,2218.59985352,2252.66503906,1981.90625,2265.99707031,2331.91308594
72,0.0235317016778,19.5237373183,2.17571271226,2969.99047852,2953.6315918,2957.74023438,2858.55517578,2805.02441406,2912.88696289,2878.91162109,2844.58837891,2978.5,2916.39746094
73,0.018517111257,48.4332769336,3.78348865896,3702.24243164,3709.04931641,3716.0234375,3592.10083008,3518.32617188,3662.20825195,3618.18969727,3499.98852539,3743.72705078,3662.43310547
74,0.0263747998358,26.3438751192,0.910990604446,2652.62280273,2657.33935547,2661.23120117,2573.63525391,2522.85839844,2611.20898438,2589.58398438,2501.35961914,2681.80786133,2628.81713867
75,0.0461051587303,34.5146076507,1.96491182816,2804.66943359,2791.21484375,2790.09838867,2700.88354492,2655.81396484,2767.72607422,2723.51025391,2738.45385742,2808.44042969,2753.1484375
76,0.0278822128568,20.6969181537,0.968676898193,1846.08984375,1841.18078613,1842.00732422,1789.52954102,1755.2911377,1807.41674805,1796.89782715,1776.4140625,1858.18261719,1828.50488281
77,0.0211923875875,16.152177194,2.11398894484,3142.85595703,3126.10498047,3127.32470703,3026.27197266,2972.73461914,3098.53344727,3050.89086914,3051.97045898,3148.91748047,3084.48193359
78,0.0111214166877,25.3368920267,2.51544677725,4271.17041016,4294.04199219,4302.24511719,4158.04980469,4068.54345703,4246.23339844,4188.37597656,4027.41162109,4336.44873047,4237.13964844
79,0.0250873346538,35.2253089935,3.800188761,4705.83251953,4719.70703125,4727.64453125,4566.07128906,4466.01416016,4672.51953125,4602.49316406,4438.15429688,4765.40380859,4653.37597656
80,0.0178116520418,32.5279092102,2.02088846987,2659.72045898,2694.7199707,2701.47558594,2612.07861328,2557.68066406,2648.4074707,2627.07348633,2485.77587891,2722.41674805,2667.84985352
81,0.028402677654,23.3081851668,0.91102134894,3269.00097656,3253.765625,3257.80078125,3149.70996094,3089.82714844,3213.05224609,3175.04638672,3143.27929688,3279.96606445,3213.02441406
82,0.0151364150916,41.2828722812,3.68949576618,2899.76123047,2884.91064453,2884.73242188,2791.81103516,2744.08618164,2859.1809082,2814.71289062,2826.66552734,2904.05761719,2845.99389648
83,0.0276399828893,26.3658060919,2.27267666922,3204.26123047,3213.15014648,3218.9140625,3110.63330078,3048.55395508,3164.06835938,3132.60986328,3022.41601562,3242.69311523,3175.08007812
84,0.058442130858,25.4601958082,0.37531734279,2943.87011719,2938.53515625,2943.21777344,2844.48242188,2789.00732422,2892.57421875,2864.18359375,2792.62695312,2964.53271484,2903.84716797
85,0.0525289224635,14.0770440268,0.536490003503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0325844113767,40.4483028689,4.48293702794,2640.99487305,2618.05102539,2619.26904297,2536.53979492,2498.08129883,2601.26171875,2549.07617188,2571.65551758,2634.87353516,2578.74169922
87,0.0173857911099,25.306153886,0.76429635459,2067.82714844,2128.68212891,2139.44091797,2074.16577148,2023.7244873,2094.35717773,2081.984375,1928.71118164,2152.77563477,2119.12890625
88,0.0261898669567,29.2440110407,3.7099978379,3359.88061523,3338.67480469,3333.14599609,3240.2746582,3189.85449219,3348.41552734,3259.91308594,3255.27929688,3363.38574219,3291.05932617
89,0.0323523115404,25.648687772,1.63997278529,2865.73388672,2913.70629883,2924.2434082,2826.02661133,2764.09326172,2867.63305664,2842.96191406,2678.50927734,2944.92675781,2885.64746094
90,0.0399029808321,15.5101462985,1.29620611857,2716.60791016,2703.66967773,2706.63378906,2616.74755859,2567.75024414,2662.09033203,2635.42675781,2613.68261719,2725.70996094,2671.84960938
91,0.0216917563962,34.9055168401,0.807640813651,3146.16992188,3129.92724609,3134.42651367,3029.76098633,2972.22924805,3089.07348633,3052.24951172,3009.28027344,3157.01074219,3090.81933594
92,0.0210364772351,46.888805194,4.90613231182,2531.65673828,2520.52539062,2514.08398438,2439.74609375,2404.12841797,2512.83422852,2460.71337891,2473.22412109,2532.9543457,2485.65283203
93,0.0166520589502,54.8903874322,8.95735208976,2490.58081055,2541.58203125,2550.92749023,2467.86376953,2412.28515625,2499.04150391,2480.55444336,2323.68212891,2568.94433594,2520.9375
94,0.0502919639636,12.0704214948,0.725327708709,2518.08325195,2654.95581055,2710.03833008,2619.08959961,2509.89355469,2601.52758789,2622.60009766,2341.49462891,2649.0246582,2685.48730469
95,0.0174280746303,26.5462745304,3.15191422692,3043.55786133,3022.26000977,3025.69506836,2927.34179688,2876.55297852,2994.32714844,2945.25634766,2950.11816406,3044.52954102,2979.40820312
96,0.0267030606103,25.4539598576,1.51796919292,3707.69824219,3735.81494141,3743.78759766,3618.32910156,3542.99072266,3685.69555664,3644.15917969,3491.55566406,3771.95068359,3689.80322266
97,0.0399355472231,34.2859397601,3.33077616771,2991.44335938,2977.03637695,2980.20385742,2881.00292969,2827.38525391,2937.42431641,2903.39038086,2887.74853516,3000.18969727,2939.72143555
98,0.023024744126,31.357621129,2.57815551822,2037.95324707,2069.9675293,2073.8059082,2011.38793945,1969.09399414,2031.2590332,2019.26184082,1902.77661133,2091.953125,2054.84350586
99,0.0161221066077,50.4932239799,3.08749382957,2963.79882812,2958.09619141,2962.84326172,2863.50244141,2807.63720703,2911.92871094,2883.44946289,2811.85302734,2984.25976562,2923.32641602
100,0.0165071985932,28.0170342359,1.77546733232,2782.953125,2770.94067383,2774.35180664,2682.39208984,2631.39599609,2726.7331543,2701.43994141,2661.19287109,2794.50146484,2739.62182617
101,0.024413648357,31.457462362,1.1206913401,3633.45556641,3616.83007812,3621.21240234,3502.70263672,3434.69384766,3580.02587891,3531.3581543,3489.16918945,3646.17993164,3569.86083984
102,0.0373546077437,19.8613264835,2.27222894973,2705.76025391,2694.51318359,2694.11425781,2606.92211914,2562.10913086,2665.44091797,2629.09033203,2644.65942383,2711.19335938,2658.85546875
103,0.0124714271126,30.0191471641,4.52852932278,2914.33911133,2929.64892578,2934.89941406,2836.21630859,2779.59204102,2881.69604492,2854.73388672,2740.58911133,2957.29077148,2895.69995117
104,0.0113269240367,23.9186520071,0.876071274736,4099.89160156,4186.72753906,4208.1171875,4066.37182617,3968.2109375,4142.06005859,4093.92993164,3857.01049805,4235.47070312,4145.09716797
105,0.0175111255964,16.4876378563,3.0788003988,4278.69775391,4246.15771484,4238.88476562,4126.64550781,4063.84667969,4291.43017578,4142.60791016,4061.20361328,4299.43115234,4184.69335938
106,0.0364431076338,21.5633874954,1.68935776489,4643.59472656,4737.63818359,4758.02001953,4593.68505859,4482.27050781,4689.08398438,4626.01269531,4368.38378906,4793.77587891,4681.625
107,0.0420546371174,22.3836686555,0.478027998381,2810.06396484,2798.33154297,2802.18847656,2708.44702148,2656.71166992,2754.80395508,2727.35693359,2681.53076172,2822.35180664,2765.31396484
108,0.0110090903359,32.8436069006,1.25727132601,2174.30078125,2152.70239258,2149.68261719,2088.69628906,2062.19873047,2153.88134766,2097.25537109,2120.43823242,2172.80029297,2127.45898438
109,0.0306260057735,20.8296634823,2.22279232032,3891.62011719,3876.12158203,3872.45263672,3755.93896484,3690.68066406,3872.34814453,3790.72753906,3754.71020508,3901.87207031,3819.72265625
110,0.0146272660414,17.9396405863,0.654165496008,3149.44628906,3155.69042969,3161.32666016,3054.87841797,2994.07495117,3107.97363281,3076.015625,2974.01904297,3184.69555664,3117.62548828
111,0.0396663595762,35.9866169449,4.95850186209,4239.37988281,4185.69384766,4188.36279297,4080.2890625,4018.46411133,4245.45410156,4071.99072266,4017.08422852,4265.10400391,4123.11425781
112,0.0108670971324,47.9035716499,1.77478157679,1926.6328125,2015.12646484,2042.18188477,1980.82873535,1918.96850586,1996.38537598,1986.87780762,1802.59887695,2035.60302734,2023.73046875
113,0.0492129061966,14.3018884768,0.44358300484,3329.68701172,3318.24707031,3318.21923828,3213.20727539,3156.1574707,3292.02978516,3243.48046875,3239.84570312,3339.75390625,3273.69140625
114,0.0395804577022,16.9101840216,0.252430349786,2600.91625977,2570.96777344,2573.73095703,2496.96533203,2462.72509766,2568.42456055,2500.33520508,2528.49414062,2589.40625,2530.20410156
115,0.0178674170335,19.4401961223,0.755096869336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0351858599332,22.5377144043,0.755199031242,3858.9140625,3829.19311523,3826.52050781,3717.49462891,3655.64355469,3840.77563477,3737.13183594,3711.66455078,3867.05810547,3776.27563477
117,0.0140752606216,31.6902112203,5.87445282073,2598.13745117,2583.54248047,2582.27587891,2499.70874023,2459.09570312,2560.88330078,2519.61938477,2538.64233398,2600.59765625,2549.40820312
118,0.0352988907377,34.3834149537,0.914785905377,3731.13916016,3851.73706055,3902.05029297,3769.73876953,3655.54150391,3828.62890625,3792.99462891,3506.35351562,3887.83984375,3844.25878906
119,0.0287223131909,35.7681272414,1.15886800192,2053.63745117,2047.31713867,2044.68579102,1982.48925781,1949.67358398,2022.34814453,1997.59472656,2017.12255859,2059.46679688,2023.81567383
120,0.0110798120602,24.0481009111,5.7181588164,2317.29248047,2309.31982422,2308.4753418,2235.22314453,2196.7578125,2278.97631836,2252.88037109,2273.33984375,2323.93994141,2281.47558594
121,0.014666529717,31.7088197506,1.82327162532,4794.49707031,4968.91162109,5042.81347656,4863.89257812,4702.15869141,4953.93554688,4896.24414062,4511.5546875,5014.4765625,4958.15966797
122,0.0224643106658,31.9776085156,2.10534276424,3612.51049805,3596.49267578,3600.28027344,3483.08276367,3416.125,3561.36035156,3512.29467773,3477.82250977,3624.93115234,3549.67333984
123,0.0253556641795,36.3054777187,2.30851954493,2947.90771484,2933.87744141,2937.66601562,2839.59643555,2785.73046875,2890.85498047,2860.8215332,2826.9621582,2958.18774414,2898.70654297
124,0.028081891689,28.3217275072,1.64301952489,2592.38183594,2581.01293945,2583.90209961,2499.15014648,2451.77685547,2538.50561523,2515.92382812,2483.31689453,2602.86523438,2552.64208984
125,0.0145128704577,32.2743911253,2.96217520934,2768.23120117,2755.37036133,2758.16503906,2666.50732422,2617.02783203,2714.828125,2686.40185547,2673.47631836,2776.98339844,2722.25415039
126,0.0249155234274,31.613581859,1.64851928602,3684.73291016,3686.74560547,3693.55078125,3570.42626953,3497.64941406,3639.81640625,3597.25146484,3488.06884766,3720.49414062,3640.95898438
127,0.0207709640097,16.4145218876,0.876382237864,2771.1640625,2758.76000977,2761.12255859,2669.71679688,2620.65600586,2719.49853516,2690.23242188,2685.75439453,2779.71191406,2725.22265625
128,0.0500798940969,16.4023494373,0.403847189364,4040.48071289,4014.70849609,4016.00830078,3891.73681641,3820.07519531,4003.71875,3918.61743164,3880.7746582,4052.12036133,3958.97827148
129,0.0225562607802,21.2683972758,0.64587784874,2333.92236328,2303.37768555,2305.81054688,2239.06982422,2211.64819336,2308.10693359,2240.91796875,2270.375,2323.5390625,2269.82519531
130,0.0225126477807,34.0240568618,7.2711806887,3201.94628906,3176.43994141,3172.38085938,3084.23388672,3037.80200195,3185.40454102,3099.67480469,3108.01464844,3203.81103516,3133.68945312
131,0.0155984581081,51.2349408104,5.57223000417,2785.97802734,2926.62036133,2986.41235352,2883.96557617,2764.04345703,2865.58056641,2887.60595703,2590.06591797,2921.39477539,2957.40966797
132,0.0125165696547,20.2669847228,4.6673233363,2800.84716797,2859.72412109,2873.08691406,2777.00634766,2712.83496094,2816.140625,2792.92919922,2615.27612305,2890.72045898,2835.9921875
133,0.0534224708935,28.6440435,0.746900599077,4925.28515625,5083.55029297,5138.75585938,4954.96191406,4806.47900391,5056.41552734,4988.81982422,4636.73828125,5143.4609375,5051.14941406
134,0.0539805671843,15.8293139016,1.13562016165,1772.11621094,1766.9597168,1764.38134766,1713.67236328,1685.59692383,1744.09985352,1724.78735352,1744.32385254,1779.35327148,1750.87988281
135,0.0428752029476,22.938500673,2.47069628273,2651.01660156,2636.66650391,2639.48486328,2551.65698242,2504.51025391,2596.78051758,2569.60400391,2548.87573242,2658.7331543,2605.33984375
136,0.0159008091135,35.8414602051,0.949326798286,2500.1027832,2520.67456055,2524.79345703,2442.28808594,2393.13598633,2475.45898438,2455.92724609,2342.05395508,2544.97753906,2494.64941406
137,0.0238927184453,16.419497369,1.03169395479,2973.29785156,2961.16430664,2955.15869141,2868.62353516,2824.43286133,2956.63330078,2894.06445312,2899.69873047,2976.1940918,2918.86987305
138,0.0224047557357,38.4557175771,5.25327298264,3845.55395508,3823.78271484,3827.07226562,3705.15283203,3634.484375,3798.7800293,3733.24291992,3695.51464844,3857.11621094,3772.62597656
139,0.0566218582554,25.5968094613,3.30472479054,2661.82080078,2744.5480957,2768.84472656,2676.41235352,2605.34570312,2711.72290039,2690.61352539,2486.609375,2774.09179688,2733.51879883
140,0.00991723885872,34.1692833217,3.87415266591,1930.07409668,1994.70507812,2007.19506836,1947.32116699,1897.42126465,1964.57250977,1953.83813477,1801.29199219,2017.74975586,1989.72216797
141,0.0330324886459,27.2826519049,0.507235793548,4326.06152344,4367.73193359,4377.1875,4229.83251953,4137.45800781,4316.36865234,4261.17822266,4072.04052734,4411.42041016,4311.36328125
142,0.0277476891229,31.5874749104,2.54022466846,2152.8828125,2132.33569336,2125.69824219,2070.54101562,2045.83129883,2141.77246094,2076.00048828,2097.41577148,2152.42431641,2106.96411133
143,0.0101419809126,44.6768755045,4.32351743494,2674.72363281,2670.89038086,2674.65844727,2586.21166992,2535.95874023,2625.97973633,2602.86425781,2534.98144531,2694.77734375,2641.31616211
144,0.0234971209522,38.1021300251,3.23688980403,3759.2421875,3784.19677734,3791.79638672,3664.95776367,3588.55957031,3733.68994141,3691.75146484,3542.87036133,3820.32958984,3737.81201172
145,0.0469297577974,11.8039894577,1.23776229004,2650.80541992,2656.70605469,2660.65722656,2572.91821289,2522.15771484,2610.64599609,2588.8671875,2497.90917969,2681.17431641,2627.96337891
146,0.027108592118,18.6685580956,0.255692840213,3326.76123047,3313.01513672,3318.59570312,3207.91625977,3145.85253906,3271.27490234,3230.13378906,3170.36621094,3342.18847656,3270.03417969
147,0.0132704924935,55.6709261787,4.70305389296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0348767965567,23.011124408,2.23786768748,2945.37866211,2962.51708984,2967.84960938,2868.29638672,2811.00244141,2913.2565918,2887.24536133,2767.35009766,2990.49414062,2929.1315918
149,0.00971919754846,41.8077223818,10.3980737747,2798.59790039,2802.26269531,2806.70410156,2712.98242188,2659.50415039,2755.81494141,2730.52636719,2642.13085938,2827.79931641,2770.15283203
